Longitud,Latitud,Rendimiento (kg/ha),Zona
-51.17333220377015,-27.427979490058735,2296.03,Área 02
-51.173332133274556,-27.427934350046623,2497.95,Área 02
-51.173332062779124,-27.42788921003422,2516.74,Área 02
-51.173331992283856,-27.427844070021518,2669.6,Área 02
-51.17333192178875,-27.427798930008525,2406.98,Área 02
-51.17333185129381,-27.427753789995247,3122.17,Área 02
-51.17333178079904,-27.427708649981668,2632.79,Área 02
-51.17333171030443,-27.4276635099678,2847.11,Área 02
-51.17333163980998,-27.427618369953638,2624.84,Área 02
-51.1733315693157,-27.427573229939185,2876.57,Área 02
-51.17333149882158,-27.427528089924436,2102.28,Área 02
-51.17333142832763,-27.4274829499094,2451.46,Área 02
-51.17333135783384,-27.427437809894062,2497.39,Área 02
-51.17333128734022,-27.427392669878436,2495.57,Área 02
-51.173331216846755,-27.427347529862526,2757.91,Área 02
-51.17333114635346,-27.427302389846318,2775.23,Área 02
-51.173331075860325,-27.42725724982981,2610.12,Área 02
-51.17333100536736,-27.427212109813016,2616.51,Área 02
-51.173330934874556,-27.427166969795927,3239.16,Área 02
-51.17333086438192,-27.42712182977855,2710.38,Área 02
-51.17333079388944,-27.427076689760877,2073.13,Área 02
-51.173330723397136,-27.427031549742914,2822.16,Área 02
-51.17333065290499,-27.426986409724655,2769.69,Área 02
-51.17333058241301,-27.426941269706102,2919.86,Área 02
-51.173330511921186,-27.42689612968726,2779.82,Área 02
-51.173330441429535,-27.426850989668125,2404.24,Área 02
-51.173330370938054,-27.426805849648698,2853.12,Área 02
-51.17333030044672,-27.42676070962898,2655.65,Área 02
-51.17333022995556,-27.426715569608966,2892.56,Área 02
-51.17333015946458,-27.426670429588658,3018.2,Área 02
-51.173330088973735,-27.42662528956806,2600.95,Área 02
-51.17333001848307,-27.426580149547167,2850.57,Área 02
-51.17332994799257,-27.426535009525985,2890.23,Área 02
-51.17332987750223,-27.42648986950451,2671.71,Área 02
-51.17332980701206,-27.426444729482743,3121.74,Área 02
-51.17322551895639,-27.437413897145014,2893.8,Área 02
-51.17322544847584,-27.43736875719377,2486.27,Área 02
-51.17322537799545,-27.437323617242235,2697.84,Área 02
-51.173225307515224,-27.437278477290405,2848.06,Área 02
-51.17322523703516,-27.437233337338288,3113.24,Área 02
-51.17322516655528,-27.437188197385865,2788.63,Área 02
-51.17322509607555,-27.437143057433158,2705.98,Área 02
-51.173225025595976,-27.437097917480163,2949.77,Área 02
-51.173224955116574,-27.437052777526873,2579.15,Área 02
-51.17322488463734,-27.437007637573284,2386.72,Área 02
-51.17322481415827,-27.436962497619405,2810.36,Área 02
-51.173224743679356,-27.436917357665237,2540.07,Área 02
-51.17322467320061,-27.436872217710775,3313.76,Área 02
-51.17322460272203,-27.43682707775602,2698.26,Área 02
-51.17322453224361,-27.43678193780097,2812.69,Área 02
-51.173224461765365,-27.43673679784563,2478.34,Área 02
-51.17322439128727,-27.436691657889998,2951.77,Área 02
-51.17322432080935,-27.436646517934072,2629.08,Área 02
-51.17322425033159,-27.436601377977855,2604.89,Área 02
-51.173224179853996,-27.436556238021343,2611.09,Área 02
-51.17322410937656,-27.436511098064543,2313.57,Área 02
-51.1732240388993,-27.43646595810744,2573.99,Área 02
-51.1732239684222,-27.43642081815005,2773.37,Área 02
-51.17322389794526,-27.43637567819237,2250.68,Área 02
-51.17322333413568,-27.436014558520377,2892.64,Área 02
-51.17322326366022,-27.43596941856006,2570.34,Área 02
-51.173223193184924,-27.43592427859945,2698.81,Área 02
-51.17322312270979,-27.435879138638555,2079.33,Área 02
-51.17322305223483,-27.435833998677357,2694.28,Área 02
-51.17322298176003,-27.435788858715874,2377.45,Área 02
-51.173222911285386,-27.435743718754093,2550.57,Área 02
-51.173222840810915,-27.43569857879202,2246.77,Área 02
-51.17322277033661,-27.43565343882966,2418.37,Área 02
-51.17322269986246,-27.435608298867002,2598.15,Área 02
-51.17322262938848,-27.43556315890405,2571.3,Área 02
-51.17322255891467,-27.435518018940805,2860.58,Área 02
-51.17322248844101,-27.435472878977272,2172.63,Área 02
-51.17322241796752,-27.435427739013445,2627.01,Área 02
-51.17322234749421,-27.435382599049326,2615.28,Área 02
-51.17322227702105,-27.435337459084913,2525.8,Área 02
-51.173222206548054,-27.435292319120197,2412.15,Área 02
-51.17322213607522,-27.435247179155205,2916.2,Área 02
-51.17322206560256,-27.435202039189917,3152.79,Área 02
-51.173221995130056,-27.435156899224335,2212.55,Área 02
-51.17322192465772,-27.435111759258454,2410.22,Área 02
-51.17322185418555,-27.43506661929229,2390.38,Área 02
-51.17322178371354,-27.43502147932583,2571.29,Área 02
-51.173221713241695,-27.434976339359075,2955.83,Área 02
-51.17322164277001,-27.434931199392025,2773.99,Área 02
-51.1732215722985,-27.434886059424688,2603.81,Área 02
-51.17322150182714,-27.43484091945705,2646.57,Área 02
-51.17322143135596,-27.434795779489125,2562.93,Área 02
-51.17322136088494,-27.434750639520917,2827.55,Área 02
-51.17322129041408,-27.4347054995524,2858.17,Área 02
-51.173221219943386,-27.434660359583596,2791.12,Área 02
-51.17322114947285,-27.434615219614503,2094.36,Área 02
-51.17322107900249,-27.434570079645116,2646.98,Área 02
-51.17322100853229,-27.434524939675434,2597.27,Área 02
-51.173220938062244,-27.434479799705464,2891.93,Área 02
-51.17322086759238,-27.434434659735196,2704.08,Área 02
-51.17322079712267,-27.434389519764636,2783.7,Área 02
-51.17322072665312,-27.43434437979379,2520.89,Área 02
-51.173220656183744,-27.434299239822643,2879.77,Área 02
-51.173220585714525,-27.434254099851206,2953.58,Área 02
-51.173220515245475,-27.434208959879477,2238.58,Área 02
-51.17322044477658,-27.434163819907457,2321.48,Área 02
-51.17322037430787,-27.43411867993514,2836.35,Área 02
-51.17322030383931,-27.434073539962533,2602.84,Área 02
-51.17322023337091,-27.43402839998964,2903.32,Área 02
-51.17322016290268,-27.433983260016443,2706.8,Área 02
-51.17322009243462,-27.433938120042953,2819.77,Área 02
-51.17322002196672,-27.433892980069178,2459.94,Área 02
-51.17321995149898,-27.433847840095105,2731.91,Área 02
-51.17321988103141,-27.43380270012075,2732.82,Área 02
-51.17321981056399,-27.43375756014609,2475.14,Área 02
-51.17321974009675,-27.43371242017114,2897.99,Área 02
-51.173219669629674,-27.433667280195905,2173.94,Área 02
-51.173219599162756,-27.43362214022037,2699.91,Área 02
-51.17321952869601,-27.433577000244544,2324.67,Área 02
-51.17321945822942,-27.433531860268424,2392.81,Área 02
-51.173219387763,-27.433486720292013,2895.09,Área 02
-51.173219317296734,-27.433441580315307,2373.82,Área 02
-51.17321924683065,-27.433396440338313,2363.47,Área 02
-51.17321917636471,-27.43335130036102,2794.29,Área 02
-51.173219105898944,-27.43330616038345,2371.72,Área 02
-51.17321903543335,-27.433261020405567,2904.17,Área 02
-51.17321896496791,-27.4332158804274,2810.97,Área 02
-51.17321889450263,-27.433170740448944,2455.62,Área 02
-51.17321882403753,-27.433125600470184,2895.33,Área 02
-51.17321875357258,-27.433080460491148,2165.8,Área 02
-51.173218683107805,-27.43303532051181,2768.77,Área 02
-51.17321861264319,-27.432990180532176,2339.29,Área 02
-51.17321854217874,-27.43294504055225,2520.23,Área 02
-51.17321847171445,-27.432899900572036,2536.58,Área 02
-51.173218401250324,-27.432854760591532,2971.82,Área 02
-51.17321833078637,-27.432809620610733,2526.35,Área 02
-51.17321826032257,-27.432764480629633,2632.22,Área 02
-51.17321818985894,-27.43271934064825,2542.54,Área 02
-51.17321811939548,-27.43267420066657,2406.63,Área 02
-51.17321804893217,-27.4326290606846,2394.92,Área 02
-51.17321797846904,-27.432583920702335,2729.88,Área 02
-51.17321790800606,-27.432538780719774,2646.31,Área 02
-51.173217837543255,-27.432493640736933,2843.74,Área 02
-51.17321776708061,-27.432448500753782,2592.8,Área 02
-51.17321769661813,-27.43240336077036,2601.11,Área 02
-51.17321762615582,-27.432358220786632,2845.17,Área 02
-51.17321755569366,-27.432313080802604,2560.91,Área 02
-51.173217485231675,-27.432267940818292,2294.25,Área 02
-51.17321741476985,-27.432222800833692,2866.24,Área 02
-51.17321734430819,-27.432177660848797,2485.27,Área 02
-51.1732172738467,-27.432132520863604,2671.49,Área 02
-51.17321720338537,-27.43208738087812,2498.34,Área 02
-51.17321713292421,-27.432042240892347,2412.05,Área 02
-51.1732170624632,-27.43199710090628,2180.7,Área 02
-51.17321699200237,-27.431951960919918,2740.38,Área 02
-51.17321692154169,-27.431906820933264,1807.32,Área 02
-51.173216851081186,-27.431861680946312,2980.59,Área 02
-51.173216780620834,-27.431816540959076,2914.22,Área 02
-51.17321671016066,-27.43177140097155,2429.04,Área 02
-51.17321663970064,-27.431726260983723,3053.69,Área 02
-51.17321656924079,-27.43168112099561,3172.03,Área 02
-51.1732164987811,-27.4316359810072,2588.71,Área 02
-51.173216428321574,-27.43159084101849,2759.99,Área 02
-51.173216357862216,-27.431545701029503,2691.52,Área 02
-51.17321628740302,-27.431500561040217,3036.07,Área 02
-51.17321621694399,-27.43145542105064,2309.71,Área 02
-51.173216146485125,-27.431410281060764,2601.23,Área 02
-51.17321607602643,-27.4313651410706,2888.13,Área 02
-51.17321600556789,-27.43132000108014,2861.88,Área 02
-51.17321593510951,-27.431274861089396,2648.0,Área 02
-51.173215864651304,-27.43122972109835,3006.99,Área 02
-51.173215794193254,-27.43118458110702,2717.49,Área 02
-51.173215723735375,-27.431139441115388,2687.75,Área 02
-51.173215653277666,-27.431094301123466,2833.79,Área 02
-51.17321558282011,-27.43104916113125,2644.52,Área 02
-51.173215512362724,-27.431004021138747,2672.51,Área 02
-51.1732154419055,-27.43095888114595,2463.33,Área 02
-51.173215371448435,-27.43091374115286,3393.71,Área 02
-51.173215300991544,-27.430868601159474,2542.22,Área 02
-51.173215230534815,-27.430823461165804,2843.09,Área 02
-51.17321516007824,-27.43077832117183,3138.17,Área 02
-51.17321508962184,-27.43073318117757,2325.49,Área 02
-51.17321501916561,-27.43068804118301,2814.2,Área 02
-51.173214948709536,-27.43064290118817,2667.41,Área 02
-51.173214878253624,-27.43059776119303,3110.51,Área 02
-51.173214807797876,-27.430552621197602,2434.73,Área 02
-51.17321473734229,-27.430507481201875,2474.18,Área 02
-51.173214666886885,-27.430462341205857,2649.97,Área 02
-51.17321459643163,-27.43041720120955,2539.28,Área 02
-51.17321452597654,-27.430372061212946,2548.05,Área 02
-51.17321445552162,-27.43032692121605,3170.18,Área 02
-51.173214385066856,-27.430281781218866,2695.05,Área 02
-51.17321431461226,-27.430236641221384,2467.32,Área 02
-51.173214244157826,-27.43019150122361,2566.2,Área 02
-51.17321417370356,-27.430146361225546,2765.14,Área 02
-51.17321410324946,-27.430101221227186,2748.46,Área 02
-51.17321403279552,-27.430056081228543,2520.02,Área 02
-51.17321396234175,-27.430010941229593,2257.53,Área 02
-51.17321389188814,-27.42996580123036,2652.11,Área 02
-51.17321382143469,-27.429920661230835,2645.56,Área 02
-51.173211707907704,-27.428566461108918,2503.64,Área 02
-51.173211637459346,-27.42852132110032,2985.32,Área 02
-51.173211567011165,-27.428476181091433,2809.23,Área 02
-51.173211496563134,-27.428431041082245,2699.5,Área 02
-51.17321142611527,-27.42838590107277,2575.83,Área 02
-51.173211355667576,-27.428340761063,3099.47,Área 02
-51.17321128522004,-27.428295621052936,2377.81,Área 02
-51.17321121477268,-27.428250481042582,2542.49,Área 02
-51.17321114432547,-27.428205341031937,2553.76,Área 02
-51.17321107387843,-27.428160201020994,2741.8,Área 02
-51.173211003431554,-27.428115061009763,2832.49,Área 02
-51.173210932984844,-27.42806992099824,2333.33,Área 02
-51.1732108625383,-27.42802478098642,2496.54,Área 02
-51.173210792091915,-27.427979640974314,2779.81,Área 02
-51.173210721645695,-27.42793450096191,2501.82,Área 02
-51.173210651199646,-27.42788936094922,2567.88,Área 02
-51.173210580753754,-27.427844220936223,2711.69,Área 02
-51.173210510308024,-27.42779908092294,2423.76,Área 02
-51.173210439862466,-27.427753940909373,2738.35,Área 02
-51.17321036941707,-27.427708800895505,2822.3,Área 02
-51.17321029897183,-27.427663660881343,2678.97,Área 02
-51.17321022852676,-27.427618520866897,3025.93,Área 02
-51.173210158081865,-27.427573380852152,2851.15,Área 02
-51.17321008763712,-27.427528240837116,2659.78,Área 02
-51.173210017192545,-27.427483100821792,2589.86,Área 02
-51.17320994674813,-27.427437960806166,3109.11,Área 02
-51.173209876303886,-27.427392820790253,2505.27,Área 02
-51.1732098058598,-27.427347680774048,2602.81,Área 02
-51.17320973541588,-27.427302540757548,2568.61,Área 02
-51.173209664972134,-27.427257400740757,2770.72,Área 02
-51.17320959452854,-27.427212260723667,3235.27,Área 02
-51.17320952408511,-27.427167120706294,2733.36,Área 02
-51.173209453641846,-27.42712198068863,2591.39,Área 02
-51.17320938319875,-27.42707684067067,2719.29,Área 02
-51.17320931275582,-27.42703170065241,2344.11,Área 02
-51.17320924231305,-27.42698656063386,2625.6,Área 02
-51.17320917187045,-27.426941420615027,3098.77,Área 02
-51.17320910142801,-27.426896280595894,2838.46,Área 02
-51.17320903098573,-27.42685114057646,2980.92,Área 02
-51.17320896054361,-27.426806000556745,2926.72,Área 02
-51.17320889010167,-27.426760860536735,2496.4,Área 02
-51.17320881965988,-27.426715720516437,3151.81,Área 02
-51.17320874921827,-27.42667058049584,2230.01,Área 02
-51.17320867877681,-27.42662544047495,2757.36,Área 02
-51.173208608335514,-27.42658030045377,2159.54,Área 02
-51.17320853789439,-27.4265351604323,2246.33,Área 02
-51.17320846745343,-27.42649002041053,2908.76,Área 02
-51.17310423781736,-27.4375043279175,2502.25,Área 02
-51.17310416738588,-27.437459187966553,2986.52,Área 02
-51.173104096954575,-27.437414048015306,2131.92,Área 02
-51.17310402652342,-27.437368908063778,2653.6,Área 02
-51.17310395609244,-27.437323768111963,2371.95,Área 02
-51.17310388566162,-27.43727862815984,2594.02,Área 02
-51.17310381523095,-27.437233488207426,3063.45,Área 02
-51.173103744800464,-27.43718834825472,3124.52,Área 02
-51.17310367437014,-27.437143208301723,2805.02,Área 02
-51.17310360393997,-27.437098068348433,2278.34,Área 02
-51.17310353350997,-27.43705292839486,2375.54,Área 02
-51.17310346308014,-27.43700778844098,2717.44,Área 02
-51.17310339265046,-27.436962648486812,2476.16,Área 02
-51.17310332222096,-27.43691750853235,2842.34,Área 02
-51.173103251791616,-27.436872368577603,3097.05,Área 02
-51.173103181362436,-27.436827228622555,2432.61,Área 02
-51.17310311093342,-27.436782088667222,2454.72,Área 02
-51.17310304050457,-27.43673694871159,2383.59,Área 02
-51.17310297007588,-27.436691808755665,2615.35,Área 02
-51.17310289964736,-27.436646668799458,2692.19,Área 02
-51.173102829219,-27.436601528842946,2684.74,Área 02
-51.173102758790805,-27.43655638888614,2903.98,Área 02
-51.17310268836278,-27.436511248929044,2778.01,Área 02
-51.173101631962034,-27.435834149537534,2665.31,Área 02
-51.173101561536626,-27.43578900957575,2690.43,Área 02
-51.17310149111139,-27.435743869613688,2701.79,Área 02
-51.173101420686315,-27.435698729651325,2666.17,Área 02
-51.173101350261405,-27.435653589688673,2511.56,Área 02
-51.17310127983666,-27.43560844972573,2380.29,Área 02
-51.173101209412074,-27.43556330976248,2716.84,Área 02
-51.17310113898766,-27.435518169798954,2556.66,Área 02
-51.173101068563405,-27.435473029835126,2812.97,Área 02
-51.17310099813931,-27.43542788987101,2699.91,Área 02
-51.17310092771539,-27.43538274990661,2685.85,Área 02
-51.17310085729163,-27.435337609941904,2928.46,Área 02
-51.17310078686803,-27.435292469976904,2331.4,Área 02
-51.173100716444594,-27.435247330011613,3125.08,Área 02
-51.173100646021325,-27.435202190046034,2136.74,Área 02
-51.17310057559822,-27.435157050080164,3045.89,Área 02
-51.173100505175285,-27.435111910113996,2733.62,Área 02
-51.17310043475251,-27.435066770147543,2552.61,Área 02
-51.1731003643299,-27.43502163018079,2315.93,Área 02
-51.173100293907446,-27.434976490213746,2534.18,Área 02
-51.173100223485164,-27.434931350246412,2643.35,Área 02
-51.17310015306305,-27.434886210278783,2733.21,Área 02
-51.173100082641085,-27.43484107031086,3046.1,Área 02
-51.1731000122193,-27.43479593034264,2703.27,Área 02
-51.17309994179767,-27.434750790374142,2765.04,Área 02
-51.17309987137621,-27.43470565040534,2772.87,Área 02
-51.173099800954915,-27.43466051043625,2603.67,Área 02
-51.17309973053377,-27.43461537046687,2637.72,Área 02
-51.173099660112804,-27.434570230497187,2659.25,Área 02
-51.173099589692,-27.434525090527217,2842.82,Área 02
-51.17309951927136,-27.434479950556952,2458.19,Área 02
-51.173099448850884,-27.434434810586403,2559.99,Área 02
-51.173099378430564,-27.434389670615545,2775.94,Área 02
-51.173099308010414,-27.434344530644406,2417.95,Área 02
-51.17309923759043,-27.434299390672972,2715.69,Área 02
-51.17309916717061,-27.43425425070125,2551.08,Área 02
-51.17309909675095,-27.43420911072924,2814.03,Área 02
-51.173099026331464,-27.43416397075692,3031.38,Área 02
-51.17309895591213,-27.434118830784318,2551.99,Área 02
-51.17309888549297,-27.434073690811427,2877.79,Área 02
-51.17309881507397,-27.434028550838235,2738.73,Área 02
-51.173098744655135,-27.433983410864755,2592.84,Área 02
-51.173098674236456,-27.43393827089098,2690.67,Área 02
-51.173098603817955,-27.43389313091691,3013.71,Área 02
-51.17309853339961,-27.43384799094255,2646.49,Área 02
-51.17309846298143,-27.4338028509679,3016.93,Área 02
-51.17309839256341,-27.43375771099296,2659.88,Área 02
-51.17309832214556,-27.433712571017715,2336.98,Área 02
-51.17309825172788,-27.43366743104219,2653.62,Área 02
-51.17309818131035,-27.433622291066367,2317.95,Área 02
-51.173098110892994,-27.433577151090248,2611.31,Área 02
-51.1730980404758,-27.433532011113844,2601.92,Área 02
-51.17309797005877,-27.433486871137138,3145.38,Área 02
-51.1730978996419,-27.433441731160144,3093.73,Área 02
-51.1730978292252,-27.433396591182863,2712.95,Área 02
-51.17309775880866,-27.433351451205283,2994.66,Área 02
-51.17309768839229,-27.433306311227412,2592.6,Área 02
-51.17309761797608,-27.43326117124925,2335.44,Área 02
-51.17309754756003,-27.43321603127079,2824.43,Área 02
-51.173097477144154,-27.43317089129204,2783.03,Área 02
-51.17309740672844,-27.433125751313,2458.52,Área 02
-51.173097336312885,-27.433080611333665,2469.8,Área 02
-51.173097265897496,-27.43303547135404,2928.23,Área 02
-51.17309719548227,-27.432990331374118,2272.67,Área 02
-51.173097125067216,-27.432945191393905,2833.32,Área 02
-51.17309705465232,-27.432900051413405,2615.37,Área 02
-51.17309698423758,-27.432854911432603,2834.1,Área 02
-51.17309691382302,-27.43280977145152,2941.5,Área 02
-51.173096843408615,-27.432764631470135,2476.06,Área 02
-51.17309677299437,-27.432719491488456,2409.82,Área 02
-51.1730967025803,-27.43267435150649,3061.65,Área 02
-51.173096632166384,-27.432629211524233,2681.0,Área 02
-51.173096561752644,-27.432584071541676,2777.45,Área 02
-51.17309649133906,-27.43253893155883,2923.42,Área 02
-51.17309642092564,-27.432493791575688,2455.63,Área 02
-51.17309635051239,-27.43244865159226,2921.66,Área 02
-51.173096280099294,-27.43240351160854,2856.42,Área 02
-51.17309620968637,-27.432358371624524,3064.11,Área 02
-51.17309613927361,-27.432313231640215,3059.97,Área 02
-51.17309606886101,-27.432268091655605,2712.9,Área 02
-51.173095998448574,-27.432222951670717,2885.52,Área 02
-51.173095928036304,-27.43217781168553,2708.61,Área 02
-51.1730958576242,-27.432132671700046,2734.0,Área 02
-51.17309578721226,-27.432087531714277,2415.7,Área 02
-51.17309571680048,-27.432042391728213,2642.01,Área 02
-51.17309564638887,-27.43199725174185,2249.66,Área 02
-51.17309557597742,-27.431952111755205,2664.2,Área 02
-51.17309550556613,-27.431906971768264,3028.79,Área 02
-51.17309543515501,-27.431861831781028,2893.48,Área 02
-51.173095364744064,-27.4318166917935,2727.28,Área 02
-51.173095294333265,-27.43177155180568,2648.93,Área 02
-51.17309522392264,-27.431726411817564,2564.58,Área 02
-51.17309515351217,-27.431681271829163,2470.25,Área 02
-51.17309508310187,-27.43163613184046,2904.76,Área 02
-51.17309501269174,-27.43159099185147,2316.56,Área 02
-51.17309494228177,-27.43154585186219,2311.03,Área 02
-51.17309487187196,-27.431500711872616,2926.84,Área 02
-51.17309480146232,-27.431455571882747,2752.93,Área 02
-51.17309473105284,-27.431410431892576,2712.4,Área 02
-51.17309466064353,-27.43136529190213,2753.17,Área 02
-51.17309459023437,-27.431320151911383,3204.15,Área 02
-51.17309451982538,-27.43127501192034,2715.86,Área 02
-51.17309444941657,-27.43122987192901,2775.39,Área 02
-51.17309437900791,-27.43118473193739,3216.8,Área 02
-51.17309430859941,-27.431139591945467,2686.61,Área 02
-51.173094238191084,-27.43109445195326,3134.3,Área 02
-51.173094167782914,-27.43104931196076,2176.19,Área 02
-51.173094097374914,-27.431004171967963,2412.69,Área 02
-51.17309402696708,-27.43095903197488,2536.39,Área 02
-51.173093956559406,-27.430913891981493,2849.6,Área 02
-51.1730938861519,-27.430868751987823,3147.32,Área 02
-51.17309381574455,-27.430823611993855,2556.34,Área 02
-51.17309374533737,-27.430778471999602,2948.83,Área 02
-51.17309367493035,-27.43073333200505,3263.79,Área 02
-51.1730936045235,-27.430688192010205,3095.89,Área 02
-51.173093534116816,-27.430643052015068,2603.95,Área 02
-51.17309346371029,-27.43059791201964,2922.28,Área 02
-51.17309339330393,-27.43055277202392,2790.21,Área 02
-51.17309332289773,-27.430507632027908,2540.72,Área 02
-51.1730932524917,-27.430462492031598,2812.63,Área 02
-51.173093182085836,-27.430417352034997,2587.57,Área 02
-51.17309311168013,-27.430372212038108,2737.33,Área 02
-51.17309304127459,-27.430327072040924,2361.86,Área 02
-51.17309297086922,-27.430281932043453,2265.95,Área 02
-51.173092900464,-27.430236792045683,2635.27,Área 02
-51.173092830058955,-27.430191652047615,2786.66,Área 02
-51.173092759654075,-27.430146512049262,2425.38,Área 02
-51.17309268924936,-27.430101372050615,2839.14,Área 02
-51.173092618844805,-27.43005623205168,2718.47,Área 02
-51.173092548440415,-27.43001109205244,2870.57,Área 02
-51.17308994359336,-27.428340911875146,2944.64,Área 02
-51.1730898731952,-27.42829577186479,3044.34,Área 02
-51.17308980279722,-27.428250631854148,2859.49,Área 02
-51.1730897323994,-27.428205491843215,2635.07,Área 02
-51.17308966200173,-27.428160351831984,2756.33,Área 02
-51.17308959160424,-27.42811521182046,3291.63,Área 02
-51.173089521206904,-27.428070071808648,2955.92,Área 02
-51.17308945080974,-27.428024931796536,2727.66,Área 02
-51.17308938041273,-27.427979791784143,2672.36,Área 02
-51.17308931001589,-27.42793465177145,2560.66,Área 02
-51.173089239619216,-27.427889511758465,2413.64,Área 02
-51.1730891692227,-27.427844371745184,3137.69,Área 02
-51.17308909882636,-27.427799231731623,2830.5,Área 02
-51.17308902843018,-27.42775409171776,2393.89,Área 02
-51.17308895803416,-27.4277089517036,2679.99,Área 02
-51.1730888876383,-27.427663811689147,3029.17,Área 02
-51.17308881724261,-27.42761867167441,2600.03,Área 02
-51.17308874684708,-27.42757353165938,2508.36,Área 02
-51.17308867645172,-27.427528391644053,2801.4,Área 02
-51.173088606056524,-27.42748325162844,2876.97,Área 02
-51.173088535661485,-27.427438111612524,2601.23,Área 02
-51.173088465266616,-27.42739297159632,2562.99,Área 02
-51.173088394871904,-27.427347831579823,2828.24,Área 02
-51.17308832447736,-27.42730269156304,2432.11,Área 02
-51.17308825408299,-27.427257551545956,2578.99,Área 02
-51.173088183688776,-27.427212411528586,2683.67,Área 02
-51.173088113294725,-27.427167271510914,2898.74,Área 02
-51.17308804290084,-27.427122131492958,2607.29,Área 02
-51.17308797250711,-27.42707699147471,2855.25,Área 02
-51.17308790211356,-27.427031851456164,3006.16,Área 02
-51.17308783172017,-27.42698671143733,2588.26,Área 02
-51.17308776132693,-27.426941571418197,3520.83,Área 02
-51.173087690933876,-27.42689643139878,3070.21,Área 02
-51.173087620540976,-27.426851291379066,2783.65,Área 02
-51.17308755014823,-27.426806151359056,2670.31,Área 02
-51.17308747975566,-27.42676101133876,2577.15,Área 02
-51.173087409363255,-27.426715871318162,3131.52,Área 02
-51.17308733897101,-27.426670731297285,2769.05,Área 02
-51.173087268578925,-27.426625591276103,2356.95,Área 02
-51.17308719818701,-27.42658045125463,2288.84,Área 02
-51.173087127795256,-27.426535311232872,2745.21,Área 02
-51.172983026863,-27.437639898534545,2750.93,Área 02
-51.17298295648044,-27.437594758584183,2488.3,Área 02
-51.17298288609803,-27.437549618633533,2339.16,Área 02
-51.17298281571579,-27.437504478682587,2227.22,Área 02
-51.17298274533372,-27.437459338731355,2528.38,Área 02
-51.17298267495181,-27.437414198779823,2627.75,Área 02
-51.17298260457006,-27.437369058827997,2891.6,Área 02
-51.17298253418848,-27.437323918875887,2686.3,Área 02
-51.17298246380706,-27.437278778923478,2985.1,Área 02
-51.172982393425805,-27.437233638970778,2870.59,Área 02
-51.172982323044714,-27.437188499017786,2847.86,Área 02
-51.172982252663786,-27.437143359064503,2964.58,Área 02
-51.17298218228302,-27.437098219110922,2373.32,Área 02
-51.17298211190242,-27.437053079157057,2586.16,Área 02
-51.17298204152199,-27.43700793920289,3320.8,Área 02
-51.17298197114172,-27.436962799248434,2244.11,Área 02
-51.17298190076161,-27.43691765929368,2646.44,Área 02
-51.17298183038167,-27.436872519338642,2840.15,Área 02
-51.172981760001896,-27.436827379383306,2252.1,Área 02
-51.17298168962228,-27.436782239427682,2533.39,Área 02
-51.17298161924283,-27.43673709947176,3220.78,Área 02
-51.17298154886355,-27.43669195951555,2764.62,Área 02
-51.172981478484424,-27.436646819559044,2578.62,Área 02
-51.172981408105464,-27.43660167960225,2775.07,Área 02
-51.17298000056077,-27.435698880404846,2578.59,Área 02
-51.17297993018526,-27.435653740441907,3151.03,Área 02
-51.17297985980991,-27.435608600478673,2475.37,Área 02
-51.17297978943472,-27.435563460515144,2592.65,Área 02
-51.172979719059704,-27.435518320551317,2350.52,Área 02
-51.17297964868485,-27.435473180587213,2649.94,Área 02
-51.172979578310155,-27.4354280406228,2680.38,Área 02
-51.17297950793563,-27.4353829006581,3023.16,Área 02
-51.17297943756126,-27.43533776069311,2470.29,Área 02
-51.17297936718706,-27.43529262072782,2845.61,Área 02
-51.17297929681303,-27.43524748076225,2746.6,Área 02
-51.17297922643915,-27.435202340796383,2252.02,Área 02
-51.17297915606545,-27.43515720083022,2544.05,Área 02
-51.17297908569191,-27.435112060863762,2534.33,Área 02
-51.172979015318525,-27.43506692089701,3146.58,Área 02
-51.17297894494531,-27.435021780929972,2862.48,Área 02
-51.17297887457226,-27.434976640962645,2762.44,Área 02
-51.17297880419937,-27.434931500995017,1652.65,Área 02
-51.172978733826646,-27.4348863610271,2249.65,Área 02
-51.17297866345409,-27.434841221058885,2908.89,Área 02
-51.172978593081694,-27.434796081090386,2922.68,Área 02
-51.17297852270946,-27.43475094112159,2541.83,Área 02
-51.1729784523374,-27.434705801152496,2734.54,Área 02
-51.17297838196549,-27.434660661183116,2717.04,Área 02
-51.17297831159376,-27.434615521213445,2770.43,Área 02
-51.172978241222175,-27.434570381243475,2635.29,Área 02
-51.17297817085077,-27.43452524127322,2932.36,Área 02
-51.17297810047952,-27.434480101302672,3005.27,Área 02
-51.17297803010844,-27.434434961331824,2489.07,Área 02
-51.17297795973752,-27.434389821360686,2430.6,Área 02
-51.17297788936676,-27.434344681389263,2530.39,Área 02
-51.17297781899618,-27.434299541417534,2741.83,Área 02
-51.17297774862575,-27.43425440144552,2818.78,Área 02
-51.172977678255485,-27.43420926147322,2927.21,Área 02
-51.172977607885386,-27.434164121500615,2973.18,Área 02
-51.17297753751545,-27.43411898152772,2821.16,Área 02
-51.17297746714568,-27.434073841554532,2788.17,Área 02
-51.172977396776076,-27.43402870158106,3143.23,Área 02
-51.17297732640663,-27.433983561607285,2732.48,Área 02
