Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.4318832174043,-51.1740465619503,50.3,347.8,80.1,31.5,6.56,1.47
-27.4318380774192,-51.1740464911524,35.1,270.6,59.6,29.5,6.18,2.08
-27.4317929374338,-51.1740464203546,50.1,377.7,72.7,35.9,6.68,1.54
-27.4317477974481,-51.174046349557,41.5,353.3,74.0,33.3,6.75,1.24
-27.4317026574622,-51.1740462787596,40.0,309.9,62.5,32.1,6.23,1.8
-27.4316575174759,-51.1740462079624,47.0,365.8,70.0,34.0,6.71,1.28
-27.4316123774893,-51.1740461371653,33.6,291.7,48.5,22.7,6.03,1.66
-27.4315672375024,-51.1740460663683,49.6,405.9,79.8,39.3,6.75,1.05
-27.4315220975153,-51.1740459955716,29.2,286.5,51.7,30.1,6.29,1.86
-27.4314769575278,-51.174045924775,41.2,337.7,66.5,34.7,6.44,1.58
-27.4314318175401,-51.1740458539786,35.6,346.3,64.6,26.6,6.17,1.86
-27.4313866775521,-51.1740457831823,36.5,330.8,66.3,31.7,6.52,1.65
-27.4313415375637,-51.1740457123862,43.0,349.7,75.0,35.8,6.62,1.49
-27.4312963975751,-51.1740456415903,28.7,280.8,49.8,18.4,6.0,1.75
-27.4312512575862,-51.1740455707945,49.8,378.3,83.8,36.1,6.67,1.26
-27.431206117597,-51.1740454999989,38.6,356.6,77.7,39.3,6.5,0.97
-27.4311609776075,-51.1740454292035,31.9,270.8,56.4,25.0,6.23,1.79
-27.4311158376177,-51.1740453584082,39.0,331.4,65.1,29.5,6.49,1.71
-27.4310706976276,-51.1740452876131,34.7,307.3,50.8,25.5,5.95,1.98
-27.4310255576372,-51.1740452168181,28.6,247.1,49.7,23.0,5.76,1.81
-27.4309804176466,-51.1740451460234,41.5,337.0,65.9,38.2,6.56,1.7
-27.4309352776556,-51.1740450752287,37.5,328.8,69.4,28.6,6.33,1.5
-27.4308901376643,-51.1740450044343,39.1,286.9,64.0,32.6,6.43,1.74
-27.4308449976728,-51.17404493364,46.1,340.8,73.5,34.5,6.37,1.4
-27.430799857681,-51.1740448628459,32.6,307.5,57.6,31.1,6.31,1.54
-27.4307547176888,-51.1740447920519,41.5,323.5,71.6,31.7,6.35,1.46
-27.4307095776964,-51.1740447212581,33.5,236.5,35.0,22.6,6.09,1.55
-27.4306644377037,-51.1740446504645,30.9,284.7,58.9,22.4,6.31,1.81
-27.4306192977107,-51.1740445796711,29.2,260.5,34.2,27.3,5.94,2.01
-27.4305741577174,-51.1740445088778,45.9,414.7,75.6,44.1,6.72,1.45
-27.4305290177238,-51.1740444380846,43.8,342.3,78.8,40.5,6.76,1.58
-27.4304838777299,-51.1740443672917,24.3,238.5,48.7,27.0,5.89,1.89
-27.4304387377357,-51.1740442964989,25.5,256.5,54.9,20.3,5.94,1.9
-27.4303935977412,-51.1740442257062,50.3,419.7,75.5,35.2,6.48,1.08
-27.4303484577465,-51.1740441549138,49.8,349.6,77.9,31.9,6.61,1.14
-27.4303033177514,-51.1740440841215,38.1,328.6,66.3,35.8,6.66,1.47
-27.4302581777561,-51.1740440133293,35.7,311.4,67.4,32.3,6.23,1.3
-27.4302130377604,-51.1740439425374,42.9,303.6,65.5,30.2,6.5,1.78
-27.4301678977645,-51.1740438717456,34.9,285.4,54.5,28.9,6.23,1.69
-27.4301227577682,-51.1740438009539,33.1,249.7,48.8,25.2,6.08,1.95
-27.4300776177717,-51.1740437301624,31.5,266.1,49.8,23.7,6.08,1.95
-27.4300324777749,-51.1740436593711,39.7,339.3,70.8,34.3,6.63,1.56
-27.4299873377778,-51.17404358858,35.2,312.8,69.2,29.7,6.39,1.57
-27.4299421977804,-51.174043517789,35.8,313.4,56.1,35.6,6.25,1.97
-27.4298970577827,-51.1740434469982,38.0,334.0,53.7,29.8,6.35,1.83
-27.4298519177847,-51.1740433762075,41.3,320.5,71.0,27.3,6.24,1.85
-27.4298067777864,-51.174043305417,35.8,310.0,60.5,31.9,6.1,1.9
-27.4297616377879,-51.1740432346267,38.3,317.2,63.9,25.4,6.26,1.46
-27.429716497789,-51.1740431638366,30.4,264.0,50.7,24.7,6.19,2.25
-27.4296713577899,-51.1740430930466,45.6,394.7,83.0,40.9,6.7,1.19
-27.4296262177904,-51.1740430222567,46.8,338.3,69.3,31.7,6.75,1.3
-27.4295810777907,-51.1740429514671,50.2,394.2,83.6,45.8,6.77,1.22
-27.4295359377906,-51.1740428806776,36.8,262.5,48.2,29.2,6.12,1.99
-27.4294907977903,-51.1740428098882,40.5,382.8,81.8,30.9,6.55,1.44
-27.4294456577897,-51.1740427390991,35.9,343.9,59.3,31.2,6.53,1.76
-27.4294005177888,-51.1740426683101,39.1,349.0,64.2,39.8,6.74,1.62
-27.4293553777876,-51.1740425975212,38.8,343.7,67.7,37.0,6.34,1.97
-27.4293102377861,-51.1740425267326,40.6,350.2,78.0,37.8,6.73,1.2
-27.4292650977843,-51.1740424559441,32.4,248.0,49.6,22.9,6.06,2.04
-27.4292199577822,-51.1740423851557,33.5,272.0,47.7,18.4,6.06,2.04
-27.4291748177798,-51.1740423143675,33.0,316.7,51.0,27.5,6.34,2.13
-27.4291296777772,-51.1740422435795,26.3,224.8,58.7,24.7,6.02,1.94
-27.4290845377742,-51.1740421727917,31.6,275.2,58.3,27.2,6.32,1.64
-27.429039397771,-51.174042102004,29.5,297.0,46.4,24.1,5.98,1.91
-27.4289942577674,-51.1740420312165,37.5,325.8,53.0,27.6,6.13,1.84
-27.4289491177636,-51.1740419604291,45.3,386.6,78.9,39.0,6.71,1.41
-27.4289039777594,-51.1740418896419,53.7,394.6,78.9,37.5,6.75,1.3
-27.428858837755,-51.1740418188549,39.7,281.5,51.9,35.1,6.08,1.63
-27.4288136977503,-51.1740417480681,38.3,309.1,59.2,31.9,6.31,1.54
-27.4287685577453,-51.1740416772814,44.8,337.0,76.9,36.5,6.91,1.18
-27.42872341774,-51.1740416064949,34.2,295.1,63.9,29.1,6.26,1.86
-27.4286782777344,-51.1740415357085,43.2,315.8,66.5,23.0,6.42,1.21
-27.4286331377285,-51.1740414649223,45.4,421.5,75.2,39.5,6.73,1.29
-27.4285879977223,-51.1740413941363,50.2,410.5,76.7,37.7,6.7,1.78
-27.4285428577159,-51.1740413233504,30.4,263.7,51.7,24.6,6.02,2.07
-27.4284977177091,-51.1740412525647,50.6,369.6,76.8,36.6,6.64,0.6
-27.4284525777021,-51.1740411817792,40.1,334.6,71.6,36.2,6.51,1.42
-27.4284074376947,-51.1740411109938,33.1,276.5,57.3,27.3,6.32,1.51
-27.4283622976871,-51.1740410402086,45.6,388.2,80.0,34.2,6.49,1.33
-27.4283171576791,-51.1740409694235,33.2,255.1,57.0,31.3,6.24,1.61
-27.4282720176709,-51.1740408986387,53.1,391.0,73.3,33.5,6.96,1.38
-27.4282268776624,-51.174040827854,42.4,359.1,68.7,39.4,6.66,0.91
-27.4281817376536,-51.1740407570694,43.1,331.7,73.1,37.9,6.59,1.62
-27.4281365976445,-51.174040686285,33.0,261.0,42.5,25.1,6.02,1.8
-27.4280914576351,-51.1740406155008,39.1,245.9,58.6,24.7,6.27,1.67
-27.4280463176254,-51.1740405447168,53.3,384.8,80.0,42.7,6.88,1.31
-27.4280011776154,-51.1740404739329,25.3,256.7,51.4,29.8,6.1,1.91
-27.4279560376051,-51.1740404031492,38.6,338.5,55.5,31.6,6.19,1.78
-27.4279108975946,-51.1740403323656,34.4,294.6,54.9,27.7,6.16,1.6
-27.4278657575837,-51.1740402615822,40.9,308.1,73.1,33.3,6.54,1.45
-27.4278206175726,-51.174040190799,48.9,366.3,74.6,36.5,6.7,1.23
-27.4277754775611,-51.1740401200159,44.2,333.4,74.4,38.8,6.71,1.25
-27.4277303375494,-51.174040049233,46.1,365.1,70.6,40.6,6.83,1.55
-27.4276851975373,-51.1740399784503,42.8,254.3,52.3,26.4,6.13,2.11
-27.427640057525,-51.1740399076677,38.5,302.4,63.0,32.6,6.37,1.74
-27.4275949175124,-51.1740398368853,42.9,316.5,63.6,34.8,6.75,1.24
-27.4275497774995,-51.1740397661031,35.4,257.8,62.2,26.8,6.29,1.96
-27.4275046374863,-51.174039695321,35.3,300.4,59.7,21.1,6.31,1.47
-27.4274594974728,-51.1740396245391,37.9,348.8,63.7,33.8,6.37,1.47
-27.427414357459,-51.1740395537574,26.1,238.6,47.5,27.6,6.02,2.11
-27.4273692174449,-51.1740394829758,33.4,228.6,60.3,27.4,6.13,2.14
-27.4273240774306,-51.1740394121944,47.3,408.1,88.3,40.3,6.81,1.23
-27.4272789374159,-51.1740393414131,21.5,229.2,43.9,24.0,6.06,2.2
-27.427233797401,-51.1740392706321,34.0,230.3,33.8,25.0,5.99,2.0
-27.4271886573857,-51.1740391998511,30.8,230.7,49.8,24.3,5.86,2.01
-27.4271435173702,-51.1740391290704,34.3,243.8,55.1,25.4,5.87,1.37
-27.4270983773543,-51.1740390582898,39.9,371.2,71.5,37.9,6.57,1.24
-27.4270532373382,-51.1740389875094,50.6,385.4,76.8,31.7,6.92,1.32
-27.4270080973218,-51.1740389167291,29.4,301.7,46.0,24.1,6.18,1.96
-27.4269629573051,-51.1740388459491,47.9,343.2,76.9,33.9,6.29,1.34
-27.4269178172881,-51.1740387751691,32.0,286.4,50.8,26.1,6.1,1.86
-27.4268726772708,-51.1740387043894,42.3,321.9,68.9,32.3,6.5,1.49
-27.4268275372532,-51.1740386336098,36.2,277.2,61.6,29.0,5.99,1.83
-27.4267823972353,-51.1740385628303,26.5,195.5,49.8,19.3,6.14,1.78
-27.4267372572171,-51.1740384920511,41.6,318.1,76.0,30.3,6.53,1.35
-27.4266921171987,-51.174038421272,40.6,299.8,68.2,32.8,6.48,1.43
-27.4266469771799,-51.174038350493,42.1,398.6,71.6,34.8,6.71,1.37
-27.4266018371609,-51.1740382797143,43.0,369.6,71.5,35.1,6.61,1.38
-27.4265566971415,-51.1740382089357,35.7,340.3,50.4,30.6,6.19,1.47
-27.4265115571219,-51.1740381381572,26.2,228.4,57.2,30.3,6.05,1.65
-27.426466417102,-51.174038067379,41.6,322.2,67.0,27.2,6.69,1.6
-27.4264212770817,-51.1740379966008,45.1,356.4,79.9,33.8,6.64,1.58
-27.4263761370612,-51.1740379258229,48.1,378.6,75.8,38.5,6.65,1.08
-27.4263544155663,-51.1739367166532,38.1,268.4,64.6,25.1,6.17,1.95
-27.4263995555872,-51.1739367873899,47.3,403.2,76.7,34.1,6.61,0.83
-27.4264446956078,-51.1739368581268,26.5,222.5,50.3,28.5,5.93,1.97
-27.4264898356281,-51.1739369288639,33.8,261.9,53.7,30.7,6.3,2.02
-27.4265349756481,-51.1739369996011,33.1,366.5,68.1,34.0,6.58,1.6
-27.4265801156679,-51.1739370703385,32.5,275.6,51.3,27.8,6.12,2.03
-27.4266252556873,-51.173937141076,32.4,270.0,61.5,24.5,6.19,2.05
-27.4266703957065,-51.1739372118137,43.7,326.9,68.2,35.4,6.49,1.08
-27.4267155357253,-51.1739372825516,48.2,419.4,91.0,38.0,6.57,1.2
-27.4267606757439,-51.1739373532896,38.4,372.4,74.1,38.4,6.57,1.78
-27.4268058157621,-51.1739374240278,35.8,310.8,69.9,36.0,6.64,1.45
-27.4268509557801,-51.1739374947662,34.1,235.3,54.5,25.7,6.01,1.96
-27.4268960957978,-51.1739375655047,35.8,281.6,62.8,29.5,6.32,1.56
-27.4269412358152,-51.1739376362434,41.5,289.7,66.5,29.4,6.15,1.53
-27.4269863758323,-51.1739377069823,36.6,312.0,62.5,31.5,6.5,1.54
-27.4270315158491,-51.1739377777213,40.8,346.8,76.1,28.3,6.37,1.69
-27.4270766558656,-51.1739378484605,43.3,323.4,55.7,32.9,6.19,1.68
-27.4271217958818,-51.1739379191999,33.1,265.8,45.6,27.7,6.22,2.14
-27.4271669358977,-51.1739379899394,25.1,252.3,54.0,25.9,6.06,1.73
-27.4272120759133,-51.1739380606791,43.9,322.0,57.3,27.8,6.34,1.96
-27.4272572159287,-51.1739381314189,47.9,317.7,67.3,28.5,6.37,1.42
-27.4273023559437,-51.1739382021589,30.4,276.3,47.7,23.8,6.25,1.77
-27.4273474959585,-51.1739382728991,30.4,241.6,50.7,20.7,6.14,1.96
-27.4273926359729,-51.1739383436395,37.9,347.2,54.1,26.2,6.22,1.99
-27.4274377759871,-51.17393841438,45.3,372.9,70.0,34.9,6.64,1.14
-27.427482916001,-51.1739384851207,27.2,267.8,50.6,30.9,6.13,1.87
-27.4275280560146,-51.1739385558615,33.2,264.1,47.3,21.4,6.05,1.83
-27.4275731960279,-51.1739386266025,46.3,353.3,71.9,37.2,6.49,1.33
-27.4276183360409,-51.1739386973437,43.3,320.5,55.3,31.9,6.55,1.33
-27.4276634760536,-51.173938768085,38.0,266.2,59.3,34.1,6.38,1.56
-27.427708616066,-51.1739388388265,40.5,344.5,78.1,37.5,6.51,1.56
-27.4277537560781,-51.1739389095682,26.6,252.6,47.6,23.3,5.84,1.85
-27.4277988960899,-51.17393898031,31.6,271.2,65.4,29.2,6.28,1.67
-27.4278440361015,-51.173939051052,31.4,207.4,40.4,25.4,5.93,2.39
-27.4278891761127,-51.1739391217942,29.8,264.6,50.5,22.8,6.19,1.89
-27.4279343161237,-51.1739391925365,34.5,328.9,58.6,32.9,6.47,1.12
-27.4279794561343,-51.173939263279,42.1,303.5,55.0,35.4,6.28,1.68
-27.4280245961447,-51.1739393340217,25.7,202.6,50.4,25.5,6.04,1.9
-27.4280697361548,-51.1739394047645,44.3,401.5,74.3,36.4,6.71,1.08
-27.4281148761645,-51.1739394755075,33.9,309.7,58.6,25.5,6.28,1.69
-27.428160016174,-51.1739395462506,30.0,257.9,43.2,26.3,5.98,1.73
-27.4282051561832,-51.173939616994,39.2,360.7,58.2,31.9,6.53,1.92
-27.4282502961921,-51.1739396877374,45.7,395.8,80.7,36.0,6.75,1.09
-27.4282954362007,-51.1739397584811,36.0,271.6,48.2,23.5,5.93,1.95
-27.4283405762091,-51.1739398292249,32.5,243.4,44.5,26.6,6.22,1.85
-27.4283857162171,-51.1739398999689,48.3,393.0,88.1,41.5,6.8,1.1
-27.4284308562248,-51.173939970713,48.3,362.7,69.1,37.2,6.99,1.13
-27.4284759962323,-51.1739400414573,28.6,234.9,50.3,25.5,5.98,2.24
-27.4285211362394,-51.1739401122018,31.4,294.1,59.1,22.2,6.19,2.03
-27.4285662762462,-51.1739401829464,50.8,375.8,73.2,40.0,6.43,1.59
-27.4286114162528,-51.1739402536912,41.1,355.5,63.4,37.7,6.5,1.15
-27.4286565562591,-51.1739403244362,43.0,307.5,63.7,38.0,6.3,1.6
-27.4287016962651,-51.1739403951813,27.5,284.0,54.8,26.2,5.97,1.46
-27.4287468362707,-51.1739404659266,41.1,336.6,66.6,38.0,6.27,2.14
-27.4287919762761,-51.1739405366721,42.3,330.3,65.1,34.8,6.35,1.46
-27.4288371162812,-51.1739406074177,32.8,274.9,53.9,30.6,6.09,2.07
-27.428882256286,-51.1739406781635,34.8,269.7,59.4,31.8,6.41,1.66
-27.4289273962906,-51.1739407489094,36.0,330.0,54.5,26.3,6.12,1.63
-27.4289725362948,-51.1739408196556,32.0,232.9,46.8,21.5,6.13,1.89
-27.4290176762987,-51.1739408904019,44.1,337.1,75.1,43.7,6.79,1.36
-27.4290628163023,-51.1739409611483,43.7,341.1,63.0,38.0,6.46,1.18
-27.4291079563057,-51.1739410318949,48.5,357.8,86.2,39.0,6.58,1.26
-27.4291530963087,-51.1739411026417,34.4,307.9,58.7,29.6,6.38,2.21
-27.4291982363115,-51.1739411733887,44.2,344.0,72.3,33.9,6.5,1.71
-27.429243376314,-51.1739412441358,32.9,210.9,49.8,27.4,6.24,2.1
-27.4292885163161,-51.173941314883,46.2,340.5,83.6,41.8,6.61,1.06
-27.429333656318,-51.1739413856305,46.1,337.4,78.6,38.8,6.66,1.14
-27.4293787963196,-51.1739414563781,39.1,332.6,65.6,32.0,6.29,1.56
-27.4294239363209,-51.1739415271259,32.7,286.3,50.6,26.9,6.28,1.67
-27.4294690763219,-51.1739415978738,36.8,286.1,64.8,32.3,6.33,1.62
-27.4295142163226,-51.1739416686219,25.3,226.3,40.5,24.8,6.12,2.08
-27.429559356323,-51.1739417393702,43.6,352.2,74.0,35.3,6.54,1.52
-27.4296044963231,-51.1739418101186,48.9,371.8,76.5,43.2,6.6,1.43
-27.429649636323,-51.1739418808672,30.2,244.4,51.1,27.5,6.0,1.8
-27.4296947763225,-51.1739419516159,40.9,336.1,62.8,31.0,6.57,1.15
-27.4297399163218,-51.1739420223649,34.6,324.2,54.3,30.7,6.28,1.77
-27.4297850563207,-51.173942093114,29.0,223.1,44.3,27.1,6.11,2.19
-27.4298301963194,-51.1739421638632,42.5,375.9,74.9,33.8,6.66,1.36
-27.4298753363177,-51.1739422346126,43.0,289.2,62.4,29.4,6.24,1.74
-27.4299204763158,-51.1739423053622,47.9,413.0,73.5,38.3,6.62,1.2
-27.4299656163136,-51.173942376112,44.3,384.0,77.3,35.3,6.53,1.33
-27.4300107563111,-51.1739424468619,33.0,255.7,51.1,24.2,6.14,1.81
-27.4300558963083,-51.173942517612,39.1,325.1,66.0,35.7,6.45,1.68
-27.4301010363052,-51.1739425883622,38.2,282.3,50.0,25.4,6.13,1.58
-27.4301461763018,-51.1739426591126,46.8,367.5,75.3,36.2,6.78,1.58
-27.4301913162981,-51.1739427298632,45.0,346.5,68.7,29.4,6.54,1.71
-27.4302364562942,-51.1739428006139,33.8,295.3,61.7,22.3,6.21,1.68
-27.4302815962899,-51.1739428713648,35.5,254.7,49.9,27.6,6.32,1.68
-27.4303267362853,-51.1739429421159,43.1,399.8,74.0,38.8,6.71,1.58
-27.4303718762805,-51.1739430128671,38.8,288.4,52.4,29.5,6.14,1.79
-27.4304170162753,-51.1739430836185,44.8,355.9,67.1,38.5,6.74,1.42
-27.4304621562699,-51.1739431543701,32.8,263.6,44.2,22.9,6.18,1.98
-27.4305072962642,-51.1739432251218,45.2,357.3,70.6,40.9,6.54,1.38
-27.4305524362582,-51.1739432958737,29.3,257.2,51.5,23.1,5.93,2.21
-27.4305975762518,-51.1739433666258,27.3,260.0,47.5,22.6,6.2,1.89
-27.4306427162452,-51.173943437378,32.0,283.1,51.1,26.3,5.84,2.12
-27.4306878562383,-51.1739435081304,42.8,387.5,82.8,34.5,6.68,1.51
-27.4307329962311,-51.1739435788829,32.6,258.2,59.6,25.2,6.02,1.74
-27.4307781362237,-51.1739436496357,44.9,345.5,71.2,37.7,6.85,1.17
-27.4308232762159,-51.1739437203885,30.7,276.4,48.9,28.4,6.06,1.62
-27.4308684162078,-51.1739437911416,38.1,351.5,65.2,31.3,6.46,1.44
-27.4309135561995,-51.1739438618948,45.1,358.3,65.5,37.1,6.6,1.1
-27.4309586961908,-51.1739439326482,39.4,309.7,65.3,35.2,6.63,1.38
-27.4310038361819,-51.1739440034017,27.5,212.7,59.2,18.1,6.16,1.67
-27.4310489761726,-51.1739440741554,32.0,285.0,41.8,21.6,6.15,1.9
-27.4310941161631,-51.1739441449093,49.3,371.2,75.3,36.4,6.75,1.28
-27.4311392561533,-51.1739442156634,49.8,382.4,75.4,40.8,6.74,1.34
-27.4311843961431,-51.1739442864176,44.6,355.9,74.4,39.0,6.56,1.33
-27.4312295361327,-51.1739443571719,30.5,253.6,40.0,27.0,6.1,2.23
-27.431274676122,-51.1739444279265,33.3,285.7,51.6,31.2,6.31,1.64
-27.431319816111,-51.1739444986811,27.6,244.8,48.6,23.7,6.23,1.84
-27.4313649560998,-51.173944569436,28.7,257.1,51.3,18.4,5.79,1.79
-27.4314100960882,-51.1739446401911,29.2,239.1,54.4,24.4,6.2,1.76
-27.4314552360763,-51.1739447109462,47.6,395.5,71.5,37.7,6.71,1.53
-27.4315003760641,-51.1739447817016,28.1,240.4,39.1,23.4,5.75,1.86
-27.4315455160517,-51.1739448524571,32.7,294.6,75.2,29.3,6.61,1.51
-27.4315906560389,-51.1739449232128,50.8,415.6,74.6,39.4,6.63,0.98
-27.4316357960259,-51.1739449939687,44.4,378.1,69.2,36.9,6.81,1.15
-27.4316809360125,-51.1739450647247,38.0,343.5,62.6,33.2,6.24,1.44
-27.4317260759989,-51.1739451354809,36.8,237.6,56.0,29.8,6.31,1.98
-27.431771215985,-51.1739452062372,31.1,246.4,53.0,28.3,6.0,1.81
-27.4318163559708,-51.1739452769937,37.7,289.5,54.2,29.0,6.15,1.82
-27.4318614959563,-51.1739453477504,46.0,385.6,70.7,32.6,6.71,1.0
-27.4319066359415,-51.1739454185072,48.7,389.2,68.6,44.1,6.63,1.57
-27.4319517759264,-51.1739454892642,38.4,326.7,54.4,32.5,6.13,1.64
-27.431996915911,-51.1739455600214,42.4,287.1,65.9,32.8,6.43,1.34
-27.4320420558953,-51.1739456307788,48.4,380.0,76.3,38.2,6.85,1.27
-27.4320871958794,-51.1739457015363,36.1,250.5,49.9,21.0,6.26,2.18
-27.4321323358631,-51.1739457722939,36.0,260.8,53.9,21.6,6.12,2.28
-27.4321774758465,-51.1739458430518,27.0,296.4,54.0,29.2,6.21,1.81
-27.4322226158297,-51.1739459138098,43.4,346.9,52.7,31.7,6.24,2.11
-27.4322677558125,-51.1739459845679,30.7,297.4,52.9,27.2,6.21,2.07
-27.4323128957951,-51.1739460553262,28.9,224.0,47.8,19.0,5.92,2.12
-27.4323580357774,-51.1739461260847,29.7,300.0,57.9,30.2,6.12,1.85
-27.4324031757594,-51.1739461968434,42.6,299.8,66.0,31.6,6.42,1.32
-27.4324483157411,-51.1739462676022,34.7,314.9,59.5,29.1,6.29,1.47
-27.4324934557225,-51.1739463383612,41.3,376.2,73.7,39.2,6.47,1.46
-27.4325385957036,-51.1739464091204,48.3,365.5,79.9,37.8,6.78,1.53
-27.4325837356844,-51.1739464798797,29.0,258.3,50.2,21.7,6.01,1.93
-27.4326288756649,-51.1739465506392,43.7,393.3,77.0,33.8,6.5,1.36
-27.4326740156451,-51.1739466213988,39.4,344.4,58.7,34.3,6.41,1.48
-27.4327191556251,-51.1739466921586,47.6,411.1,75.8,38.4,6.63,1.27
-27.4327642956047,-51.1739467629186,49.5,394.2,77.7,39.0,6.9,1.47
-27.432809435584,-51.1739468336787,33.0,260.3,46.3,23.4,5.92,2.26
-27.4328545755631,-51.173946904439,29.6,279.9,52.9,26.1,6.22,2.13
-27.4328997155419,-51.1739469751995,46.6,368.6,71.5,32.7,6.59,1.3
-27.4329448555203,-51.1739470459602,34.4,271.2,50.2,29.5,6.2,2.09
-27.4329899954985,-51.173947116721,45.4,399.4,65.1,38.7,6.77,1.51
-27.4330351354764,-51.1739471874819,24.2,255.3,47.5,22.1,6.11,1.26
-27.433080275454,-51.1739472582431,37.8,346.7,66.5,40.5,6.75,1.4
-27.4331254154313,-51.1739473290043,40.4,377.7,81.6,38.6,6.73,1.32
-27.4331705554083,-51.1739473997658,45.1,293.7,69.4,32.4,6.38,1.47
-27.433215695385,-51.1739474705274,44.1,314.8,68.8,31.9,6.54,1.21
-27.4332608353614,-51.1739475412892,29.7,205.3,39.0,21.6,5.97,2.37
-27.4333059753376,-51.1739476120512,42.2,329.6,63.5,33.2,6.47,1.64
-27.4333511153134,-51.1739476828133,40.7,378.3,65.9,33.6,6.46,1.45
-27.4333962552889,-51.1739477535756,42.3,276.2,54.2,30.6,6.13,2.13
-27.4334413952642,-51.173947824338,30.9,249.0,38.2,25.4,5.93,2.01
-27.4334865352392,-51.1739478951007,42.7,352.3,69.0,33.1,6.51,1.83
-27.4335316752138,-51.1739479658634,51.5,342.6,73.1,43.6,6.86,1.24
-27.4335768151882,-51.1739480366264,41.4,326.6,66.6,28.3,6.49,1.72
-27.4336219551623,-51.1739481073895,50.0,394.7,80.3,38.2,6.59,1.45
-27.4336670951361,-51.1739481781528,51.7,363.7,86.6,39.3,6.65,1.3
-27.4337122351096,-51.1739482489162,28.6,245.0,47.3,26.0,5.96,2.31
-27.4337573750828,-51.1739483196798,48.0,395.9,73.8,39.4,6.94,1.15
-27.4338025150557,-51.1739483904436,35.5,293.5,67.5,33.9,6.17,1.52
-27.4338476550283,-51.1739484612075,29.5,281.9,50.8,27.9,6.25,1.87
-27.4338927950006,-51.1739485319716,33.6,275.9,56.7,23.1,6.03,1.92
-27.4339379349726,-51.1739486027359,36.1,234.9,54.0,24.0,6.05,2.09
-27.4339830749444,-51.1739486735003,33.4,325.5,60.8,33.5,6.29,1.62
-27.4340282149158,-51.1739487442649,35.6,296.9,61.9,32.6,6.21,1.45
-27.434073354887,-51.1739488150297,45.8,387.1,70.9,41.5,6.63,1.48
-27.4341184948579,-51.1739488857946,33.1,306.8,59.4,25.4,6.3,2.14
-27.4341636348284,-51.1739489565597,37.3,230.2,57.7,23.7,5.93,2.01
-27.4342087747987,-51.173949027325,34.7,269.6,56.7,31.1,6.15,1.66
-27.4342539147687,-51.1739490980904,44.6,349.5,71.4,30.6,6.56,1.61
-27.4342990547384,-51.173949168856,43.8,350.4,65.1,32.3,6.55,1.47
-27.4343441947078,-51.1739492396217,36.5,305.1,61.5,26.7,6.16,1.51
-27.4343893346769,-51.1739493103876,40.0,367.2,72.2,34.4,6.6,1.24
-27.4344344746457,-51.1739493811537,34.3,268.1,55.1,28.0,6.18,1.67
-27.4344796146142,-51.17394945192,49.5,372.9,74.8,37.4,6.67,1.16
-27.4345247545824,-51.1739495226864,27.6,273.4,48.4,21.8,5.9,1.91
-27.4345698945504,-51.173949593453,45.5,348.5,70.1,34.9,6.56,1.51
-27.434615034518,-51.1739496642197,49.5,429.6,79.6,39.1,6.61,0.64
-27.4346601744854,-51.1739497349866,33.3,355.7,73.1,37.8,6.39,1.47
-27.4347053144524,-51.1739498057537,44.6,402.5,81.6,38.4,6.78,1.49
-27.4347504544192,-51.1739498765209,25.8,242.2,37.0,20.5,5.72,2.1
-27.4347955943857,-51.1739499472883,31.6,204.2,50.0,24.1,5.89,1.31
-27.4348407343518,-51.1739500180559,38.7,355.3,63.2,29.9,6.45,1.38
-27.4348858743177,-51.1739500888236,39.3,317.6,64.6,31.9,6.34,1.61
-27.4349310142833,-51.1739501595915,35.0,233.9,59.3,33.1,6.09,1.65
-27.4349761542486,-51.1739502303596,44.1,344.7,70.6,29.7,6.28,1.71
-27.4350212942136,-51.1739503011278,33.2,281.3,42.8,31.6,6.32,1.85
-27.4350664341784,-51.1739503718962,26.8,274.6,48.6,27.6,6.12,2.12
-27.4351115741428,-51.1739504426647,25.4,231.3,48.4,26.3,5.82,1.83
-27.4351567141069,-51.1739505134335,53.4,366.7,66.8,37.0,6.67,1.57
-27.4352018540708,-51.1739505842023,39.8,299.8,66.7,33.5,6.44,1.55
-27.4352469940343,-51.1739506549714,42.9,262.5,62.2,31.7,6.24,1.52
-27.4352921339976,-51.1739507257406,38.5,303.3,68.3,34.8,6.42,1.71
-27.4353372739605,-51.17395079651,31.2,228.2,48.5,26.9,5.86,1.67
-27.4353824139232,-51.1739508672795,30.0,253.3,47.4,25.0,6.02,1.74
-27.4354275538856,-51.1739509380492,31.1,266.5,51.2,33.0,6.06,1.61
-27.4354726938476,-51.1739510088191,44.5,355.7,83.3,38.2,6.5,1.3
-27.4355178338094,-51.1739510795891,29.6,245.3,48.2,25.6,6.01,2.03
-27.4355629737709,-51.1739511503594,30.2,265.5,51.1,24.2,6.12,1.75
-27.4356081137321,-51.1739512211297,31.5,227.7,50.6,28.7,6.07,1.91
-27.435653253693,-51.1739512919003,34.7,296.4,56.8,33.0,6.19,1.85
-27.4356983936537,-51.173951362671,50.3,353.8,79.9,37.0,6.78,1.23
-27.435743533614,-51.1739514334418,37.6,332.4,56.0,34.9,6.45,1.31
-27.435788673574,-51.1739515042129,36.1,287.4,57.0,28.7,6.18,2.04
